題號,難度,題目,選項 1,選項 2,選項 3,選項 4,正確答案,正確答案解說,錯誤答案解說
L3QA090,S,你使用 Bayesian Optimization 進行模型調參，與 Grid Search 相比，其優勢為何？,可確保找出全域最佳解,無需模型評估函數,利用先前的評估結果預測下一組最佳參數,不需要任何事前設定,3,Bayesian Optimization 是基於機率模型預測下一組參數組合的效能，可逐步收斂至最佳值，效率遠高於窮舉法。,
L3QA091,S,在進行深度學習調參時，你想優化學習率（learning rate），下列哪一個策略能幫助你有效調整學習率並穩定模型訓練？,提前停止法（Early Stopping）,學習率退火（Learning Rate Scheduling）,使用權重初始化,使用 PCA 降維,2,學習率退火策略可以根據訓練狀況動態減少學習率，使模型逐步收斂、避免震盪，是調整 learning rate 的標準方法。,
L3QA092,S,在神經網路訓練過程中，你觀察到模型在訓練初期學習緩慢且梯度幾乎為 0。下列何者可能是造成此現象的原因？,過度使用 Batch Normalization,使用 ReLU 導致死亡神經元,樣本量過大導致過擬合,Dropout 機率設為 0.1,2,ReLU 當輸入小於 0 時輸出為 0，若神經元長期輸出為 0 就會成為死亡神經元，梯度無法更新。,
L3QA093,S,你對一組資料進行 L1 正則化處理後，模型訓練結果顯示大部分特徵權重為 0。這現象代表：,資料標準化不完全,模型不穩定,特徵間多重共線性過高,正則化強度過高，導致特徵被過度稀疏化,4,L1 正則化會將不重要特徵壓縮為 0，但若正則化強度（alpha）設太大，可能導致過度壓縮所有特徵。,
L3QA094,S,你訓練的 XGBoost 模型在訓練集與測試集表現皆優，交叉驗證準確率卻波動劇烈，下列何者是最佳的下一步？,改用 SVM 模型,增加資料量或改用 k-fold 交叉驗證,移除測試資料,直接提交模型,2,交叉驗證波動大代表模型不穩定，可能是資料量不足或分層不良，可透過增加資料或更穩定的交叉驗證方式改善。,
L3QA095,S,"你在使用 Optuna 調參時選擇 ""pruner""（提前終止表現差的試驗），其主要目的為？",強化正則化能力,篩選測試資料集,降低不良超參數組合浪費的運算資源,增加模型的泛化能力,3,Optuna 的 pruning 機制 會提前中止表現差的訓練試驗，讓搜尋聚焦在潛在良好的參數組合上，提高搜尋效率。,
L3QA096,S,一家公司使用大量用戶健康資料來訓練 AI 模型，為了保護個資，他們導入差分隱私機制。若 ε 值設得太小，可能會導致下列哪一項問題？,系統運算速度提升過快,模型學習過度、造成過擬合,模型準確率明顯下降,使用者無法選擇退出資料使用,3,ε 值小表示噪音多，保護強，但會嚴重影響模型的效能與準確率。因此設計上要權衡隱私與效能。,
L3QA097,S,若某企業伺服器的 RSA 私鑰遭到外洩，下列哪項風險最有可能發生？,無法再使用 AES 加密機制,攻擊者可解密歷來的 HTTPS 傳輸內容,所有模型參數遭竄改,用戶密碼遭加鹽保護而無法解密,2,RSA 私鑰若外洩，攻擊者可解開之前被公鑰加密的內容（如 AES 金鑰），導致整段通訊內容洩漏。,
L3QA098,S,某公司將資料進行去識別化處理後進行釋出。研究發現，只要搭配公開資料，即可重新識別出特定個體。這種風險最接近下列哪一項攻擊？,SQL Injection,重識別攻擊（Re-identification Attack）,中間人攻擊（MITM）,對抗樣本攻擊（Adversarial Attack）,2,去識別化無法完全保護個資，若與外部資料交叉比對仍可識別出個人，這就是重識別攻擊。,
L3QA099,S,在差分隱私的公式中，ε 越大代表什麼含義？,隱私保護越強，攻擊成功率越低,模型越容易過擬合,差分隱私保護越弱，資料外洩風險越高,無影響，僅影響模型精度,3,ε 是隱私保護的強度參數，值越大，隱私保護越弱，模型輸出受單筆資料影響程度越大。,
L3QA100,S,一家公司使用 AES 加密資料，但遭遇金鑰交換過程中的安全漏洞。下列哪項是最適合的改進策略？,改用區塊鏈保存金鑰,將金鑰寫入模型中以便追蹤,使用 RSA 傳輸 AES 金鑰進行混合加密,將 AES 金鑰儲存在雲端共用文件中供查閱,3,AES 是對稱加密，需搭配 RSA 非對稱加密傳送金鑰，這樣才能安全地進行混合加密，解決金鑰交換問題。,
L3QA101,S,根據 GDPR 或台灣個資法，下列哪一種資料處理方式違反「資料最小化原則」？,僅蒐集生日年與月以估算年齡層,為統計用途收集完整身份證號碼,只記錄郵遞區號作為區域代表,啟用用戶追蹤須先取得明確同意,2,資料最小化原則要求僅蒐集必要資訊，身份證號屬高敏感資訊，用於統計目的過於冗餘。,
L3QA102,S,關於 AES 與 RSA 的安全性與計算特性，下列何者正確？,RSA 安全性基於 SHA-256 哈希強度,AES 安全性依賴金鑰長度與輪次設計,RSA 計算速度快，適合即時加密大量資料,AES 使用公私鑰配對保證機密性,2,AES 是對稱加密，安全性主要來自金鑰長度與加密輪數。RSA 安全性則來自大數分解難題，不是基於雜湊函數。,
L3QA103,S,某攻擊者利用模型 API 不斷送入資料並觀察回傳，試圖猜出模型訓練樣本。此類攻擊最接近下列哪一種？,反向工程攻擊,模型反推攻擊（Model Inversion Attack）,模型壓縮攻擊,模型降維攻擊,2,模型反推攻擊試圖透過輸出結果，反向推斷訓練資料的敏感屬性，例如健康狀況、臉部特徵。,
L3QA104,S,混合加密（Hybrid Encryption）方案常將哪兩種技術結合，以實現安全與效率兼具的傳輸？,雜湊與對稱加密,公鑰與指紋辨識,對稱加密與非對稱加密,多因素驗證與公鑰加密,3,混合加密指用 RSA 等非對稱加密傳輸 AES 金鑰，然後用 AES 處理大量資料的對稱加密。兼顧安全與效能。,
L3QA105,S,一家跨國企業為確保 AI 系統符合法規要求，實施日誌記錄、模型紀錄與數據來源追蹤。這主要是為了達成下列哪一項？,資料匿名化自動轉換,縮短模型訓練時間,提升可追溯性與審計合規性,自動修正模型參數錯誤,3,合規性要求「可追蹤、可稽核、可控管」，建立記錄與追蹤系統是核心措施。,
L3QA106,S,一家公司使用機器學習模型預測求職者的錄用機率。雖未輸入性別欄位，但模型訓練後仍對男性較偏好。經查發現「興趣欄位」間接透露性別（如「美妝」與「健身」偏向某群體）。此問題屬於哪一種偏見？,模型偏見,代理變數偏見（Proxy Bias）,測量偏見,訓練偏見,2,代理變數偏見指的是模型雖未使用敏感屬性，但其他變數間接傳達了這些訊息，仍導致偏見。,
L3QA107,S,若某模型在女性族群的 TP 為 80%、FP 為 10%；而在男性族群中 TP 為 80%、FP 為 30%，則模型違反了哪一公平性指標？,Equal Opportunity,Predictive Parity,Equalized Odds,Individual Fairness,3,Equalized Odds 要求 TP 與 FP 機率皆一致，雖 TP 相等，但 FP 不一致，因此違反。,
L3QA108,S,某醫療 AI 模型在預測病患罹病風險時，對特定種族預測罹病風險偏高，導致過度治療與心理壓力。若使用「Group Fairness」進行檢查，以下哪一方法最恰當？,比較各群體的 Precision,比較各群體的預測為正的機率,比較各群體的 TP 與 FN 數量,比較各群體的 ROC 曲線下面積,2,Group Fairness 如 Demographic Parity，關注不同群體被預測為正例的機率是否一致。,
L3QA109,S,某校招生模型遭批評「偏愛來自特定地區的學生」，若要同時保留地區資訊並減少偏見，最合適的方法為何？,刪除地區欄位,將地區與學歷結合形成新特徵,使用 adversarial debiasing 消除地區對預測的影響,增加特定地區學生數據量,3,對抗式去偏（Adversarial Debiasing）可透過加入對抗模型，讓主模型難以判別地區，從而提升公平性。,
L3QA110,S,在設計一套信用評分系統時，開發團隊提出一公平性目標：「所有群體的 Precision 與 Recall 皆相同」。此目標在實務上可能遇到哪項困難？,Precision 與 Recall 無法同時最佳化,需先刪除敏感屬性才能實現,須使用深度學習模型才能達成,Equal Opportunity 無法與 Predictive Parity 共存,4,不同公平性目標可能互相衝突，如 Equal Opportunity（關注 Recall）與 Predictive Parity（關注 Precision）無法同時最佳化。,
L3QA111,S,若某模型的訓練資料來自城市地區，但實際應用於鄉村人口，造成鄉村族群預測效果不佳，此偏見類型屬於？,樣本偏見,移轉偏見（Transfer Bias）,測量偏見,使用偏見,1,此屬於樣本分布不均，導致模型泛化能力差，對某些未涵蓋群體造成偏誤。,
L3QA112,S,某公司在模型訓練中導入「公平性正則化項」，用來懲罰不同群體之間的預測差異，此做法的潛在風險為何？,模型無法收斂,增加資料偏見,降低整體準確率,導致過擬合,3,加入公平性限制可能會讓模型在追求一致性時犧牲整體效能，是常見的效能–公平性取捨問題。,
L3QA113,S,企業導入公平性檢查時，團隊選用 Predictive Parity，但主管希望模型對所有人「真正有病的都能預測出來」。這代表應改為哪項指標？,Individual Fairness,Equal Opportunity,Equalized Odds,Demographic Parity,2,Equal Opportunity 關注的是 TP 比例，也就是在實際為正的情況下預測正例的能力，符合主管需求。,
L3QA114,S,某公平性評估報告中指出：模型在男性與女性中的 AUC 接近，但男性群體的 FP 遠高於女性。此代表下列何者？,模型具備 Equal Opportunity,模型未達 Equalized Odds,模型具備 Demographic Parity,模型存在樣本偏見,2,Equalized Odds 要求 FP 與 TP 都一致，AUC 相近不代表具備公平性，重點在錯誤率一致性。,
L3QA115,S,開發者計畫針對 AI 模型建構一套公平性報告機制，其中需包含對「模型預測是否對個體造成不當影響」的評估，此屬於以下哪項原則？,可解釋性（Explainability）,個別公平性（Individual Fairness）,法規合規性（Regulatory Compliance）,效能評估（Performance Evaluation）,2,若著重在「相似個體應得相似預測」並關注個人層級的影響，即屬於 Individual Fairness 的範疇。,

L3QA116,S,71.你在開發一個詐騙偵測系統，資料極度不平衡（正常交易佔 99%），且主管要求強調偵測詐騙的能力。你應優先關注哪個指標來選擇模型？,Accuracy,Recall,Precision,RMSE,2,解題思維： 當資料不平衡且重視「找出所有詐騙事件」，應優先考量 Recall（召回率），表示在所有真實詐騙中有多少被成功偵測。Accuracy 在不平衡資料中無參考價值。,
